Timestamp,,,Seconds,Velocity,Acceleration,Odometer,Latitude,Longitude,Heart Rate,Player Load,Positional Quality (%),HDOP,#Sats,activity,at/df,position
48:01.3,,,958.3,0.89,-0.274303257,1017.96,34.6156042,135.516373,0,126.8,41.2,0.88,8,,,
48:01.4,,,958.4,0.89,-0.272987098,1018.07,34.6156037,135.516374,0,126.9,43.7,0.88,8,,,
48:01.5,,,958.5,0.91,-0.251230836,1018.21,34.6156037,135.5163755,0,126.9,44,0.88,8,,,
48:01.6,,,958.6,0.94,-0.203891084,1018.3,34.6156037,135.5163765,0,126.9,42.4,0.88,8,,,
48:01.7,,,958.7,0.97,-0.134794712,1018.4,34.6156035,135.5163775,0,126.9,43.3,0.88,8,,,
48:01.8,,,958.8,0.98,-0.058648251,1018.49,34.6156033,135.5163785,0,126.9,39.5,0.88,8,,,
48:01.9,0:16:05,,958.9,0.99,0.00766439,1018.61,34.6156035,135.5163798,0,126.9,40.7,0.88,8,,,
48:02.0,,,959,0.99,0.05384573,1018.72,34.6156033,135.516381,0,126.9,42.4,0.88,8,,,
48:02.1,,,959.1,0.97,0.076223433,1018.8,34.6156032,135.5163818,0,126.9,43.4,0.88,8,,,
48:02.2,,,959.2,0.94,0.073002152,1018.87,34.615603,135.5163825,0,126.9,40.8,0.9,7,,,
48:02.3,,,959.3,0.9,0.041113548,1018.96,34.6156027,135.5163835,0,126.9,44.6,0.88,8,,,
48:02.4,,,959.4,0.84,-0.018491339,1019.07,34.6156023,135.5163845,0,126.9,43.8,0.88,8,,,
48:02.5,,,959.5,0.81,-0.092302069,1019.2,34.6156018,135.5163858,0,126.9,44.8,0.88,8,,,
48:02.6,,,959.6,0.81,-0.156717688,1019.3,34.6156012,135.5163867,0,126.9,45,0.88,8,,,
48:02.7,,,959.7,0.82,-0.190730631,1019.42,34.6156005,135.5163877,0,126.9,44.1,0.88,8,,,
48:02.8,,,959.8,0.84,-0.187152088,1019.49,34.6156002,135.5163883,0,126.9,43.1,0.88,8,,,
48:03.0,0:16:06,,959.9,0.85,-0.155733407,1019.57,34.6155997,135.516389,0,126.9,44.4,0.88,8,,,
48:03.0,,,960,0.84,-0.117297471,1019.62,34.6155997,135.5163895,0,126.9,42.3,0.88,8,,,
48:03.1,,,960.1,0.81,-0.093649641,1019.68,34.6155993,135.51639,0,126.9,40.4,0.88,8,,,
48:03.2,,,960.2,0.75,-0.09957809,1019.75,34.6155995,135.5163907,0,126.9,42.2,0.88,8,,,
48:03.3,,,960.3,0.69,-0.138142303,1019.8,34.6155993,135.5163912,0,126.9,43.2,0.88,8,,,
48:03.4,,,960.4,0.62,-0.201060057,1019.84,34.615599,135.5163915,0,126.9,43.5,0.88,8,,,
48:03.5,,,960.5,0.57,-0.274481714,1019.9,34.6155992,135.516392,0,126.9,42.5,0.93,7,,,
48:03.7,,,960.6,0.52,-0.343425721,1019.94,34.6155992,135.5163925,0,126.9,43.4,0.93,7,,,
48:03.7,,,960.7,0.49,-0.394554973,1019.99,34.6155993,135.516393,0,126.9,43.6,0.93,7,,,
48:03.8,,,960.8,0.47,-0.420409113,1020.05,34.6155993,135.5163937,0,126.9,46.8,0.93,7,,,
48:03.9,0:16:07,,960.9,0.46,-0.420008034,1020.1,34.6155993,135.5163942,0,126.9,48.2,0.93,7,,,
48:04.0,,,961,0.45,-0.396350503,1020.14,34.6155993,135.5163947,0,126.9,45.6,0.93,7,,,
48:04.1,,,961.1,0.44,-0.356706083,1020.17,34.6155993,135.516395,0,126.9,45.6,0.93,7,,,
48:04.2,,,961.2,0.43,-0.311927617,1020.24,34.6155992,135.5163957,0,126.9,45,0.93,7,,,
48:04.3,,,961.3,0.4,-0.271643996,1020.29,34.615599,135.5163962,0,126.9,48.6,0.88,8,,,
48:04.4,,,961.4,0.38,-0.240549102,1020.36,34.6155985,135.5163967,0,126.9,49.3,0.88,8,,,
48:04.5,,,961.5,0.36,-0.219869733,1020.36,34.6155978,135.5163972,0,126.9,49.9,0.88,8,,,
48:04.6,,,961.6,0.31,-0.212935731,1020.36,34.6155972,135.5163977,0,126.9,48.7,0.91,8,,,
48:04.7,,,961.7,0.25,-0.226245493,1020.36,34.6155968,135.5163982,0,127,48.8,0.88,8,,,
48:04.8,,,961.8,0.2,-0.258793533,1020.42,34.6155965,135.5163988,0,127,47.2,0.93,7,,,
48:04.9,0:16:08,,961.9,0.2,-0.290770411,1020.49,34.6155965,135.5163995,0,127,46.2,0.93,7,,,
48:05.0,,,962,0.23,-0.292539328,1020.54,34.6155963,135.5164,0,127,44.5,0.93,7,,,
48:05.2,,,962.1,0.27,-0.250094056,1020.6,34.615596,135.5164005,0,127,42.1,0.88,8,,,
48:05.2,,,962.2,0.29,-0.177390978,1020.61,34.615596,135.5164007,0,127,43.6,0.88,8,,,
48:05.3,,,962.3,0.26,-0.107082181,1020.61,34.6155958,135.5164007,0,127,41.7,0.93,7,,,
48:05.4,,,962.4,0.21,-0.071444847,1020.61,34.6155958,135.5164008,0,127,42.1,0.88,8,,,
48:05.5,,,962.5,0.14,-0.083264969,1020.64,34.6155958,135.5164005,0,127,40.2,0.88,8,,,
48:05.6,,,962.6,0.09,-0.13169536,1020.69,34.6155958,135.5164,0,127,42.4,0.88,8,,,
48:05.7,,,962.7,0.04,-0.196782172,1020.72,34.6155958,135.5163997,0,127,42.4,0.88,8,,,
48:05.9,,,962.8,0.03,-0.254910827,1020.78,34.615596,135.516399,0,127,45.7,0.88,8,,,
48:05.9,0:16:09,,962.9,0.12,-0.266604662,1020.83,34.6155963,135.5163987,0,127,43.8,1,7,,,
48:06.0,,,963,0.2,-0.202328682,1020.87,34.6155965,135.5163983,0,127,44.3,0.91,8,,,
48:06.1,,,963.1,0.28,-0.078854948,1020.89,34.6155965,135.5163985,0,127,44.6,0.91,8,,,
48:06.2,,,963.2,0.32,0.061850313,1020.89,34.6155967,135.5163985,0,127,45.1,0.91,8,,,
48:06.3,,,963.3,0.32,0.178912386,1020.89,34.6155967,135.5163985,0,127,46,0.91,8,,,
48:06.4,,,963.4,0.29,0.242652759,1020.91,34.6155963,135.5163985,0,127,45.9,0.91,8,,,
48:06.5,,,963.5,0.26,0.246768311,1020.94,34.615596,135.5163985,0,127,45.1,1,7,,,
48:06.6,,,963.6,0.23,0.204382166,1021,34.6155955,135.5163987,0,127,43.7,0.91,8,,,
48:06.7,,,963.7,0.21,0.136464819,1021,34.615595,135.5163993,0,127,42.3,0.96,7,,,
48:06.8,,,963.8,0.2,0.064543754,1021,34.6155948,135.5163998,0,127,43.9,0.96,7,,,
48:06.9,0:16:10,,963.9,0.18,0.000575887,1021,34.6155947,135.5164003,0,127,48.7,0.91,8,,,
48:07.0,,,964,0.15,-0.056020081,1021,34.615594,135.5164007,0,127,46.1,0.91,8,,,
48:07.1,,,964.1,0.12,-0.108539708,1021,34.6155938,135.5164012,0,127,44.2,1,7,,,
48:07.2,,,964.2,0.09,-0.156816304,1021,34.6155937,135.5164015,0,127,45.9,1,7,,,
48:07.3,,,964.3,0.06,-0.198153421,1021,34.6155937,135.5164017,0,127,45.9,1,7,,,
48:07.4,,,964.4,0.04,-0.229245335,1021,34.6155937,135.5164015,0,127,45.9,1,7,,,
48:07.5,,,964.5,0.03,-0.247571617,1021,34.6155937,135.5164017,0,127,43,1,7,,,
48:07.6,,,964.6,0.02,-0.25201878,1021,34.6155937,135.5164017,0,127,42.5,1,7,,,
48:07.7,,,964.7,0.01,-0.242924854,1021,34.6155938,135.5164017,0,127,42,0.91,8,,,
48:07.8,,,964.8,0.01,-0.222034246,1021,34.6155938,135.5164017,0,127,42,0.91,8,,,
48:07.9,0:16:11,,964.9,0.01,-0.192591682,1021,34.615594,135.5164017,0,127,42,0.91,8,,,
48:08.1,,,965,0.01,-0.158909425,1021,34.615594,135.5164018,0,127,43.1,0.91,8,,,
48:08.1,,,965.1,0.01,-0.125144944,1021,34.615594,135.516402,0,127,42.7,0.91,8,,,
48:08.2,,,965.2,0.01,-0.094288476,1021,34.6155942,135.5164022,0,127,44.4,0.91,8,,,
48:08.3,,,965.3,0,-0.067967191,1021,34.6155942,135.5164023,0,127,43.3,1,7,,,
48:08.4,,,965.4,0,-0.046719551,1021,34.6155942,135.5164025,0,127,43.3,1,7,,,
48:08.5,,,965.5,0,-0.030362584,1021,34.6155943,135.5164027,0,127,43.6,1,7,,,
48:08.6,,,965.6,0,-0.018308137,1021,34.6155943,135.5164027,0,127,43.6,1,7,,,
48:08.8,,,965.7,0,-0.009794004,1021,34.6155943,135.5164028,0,127,43.6,1,7,,,
48:08.8,,,965.8,0,-0.004034069,1021,34.6155943,135.5164028,0,127,43.6,1,7,,,
48:08.9,0:16:12,,965.9,0,-0.000310004,1021,34.6155945,135.5164028,0,127,43.6,1,7,,,
48:09.0,,,966,0,0.001965517,1021,34.6155945,135.516403,0,127,43.6,1,7,,,
48:09.1,,,966.1,0,0.003217506,1021,34.6155945,135.5164028,0,127,45.8,0.91,8,,,
48:09.2,,,966.2,0,0.003736002,1021,34.6155945,135.5164028,0,127,45.8,0.91,8,,,
48:09.3,,,966.3,0,0.003734929,1021,34.6155943,135.516403,0,127,45.3,0.91,8,,,
48:09.4,,,966.4,0,0.003389373,1021,34.6155945,135.516403,0,127,45.5,0.91,8,,,
48:09.5,,,966.5,0,0.002844903,1021,34.6155943,135.516403,0,127,45.5,0.91,8,,,
48:09.6,,,966.6,0,0.002217237,1021,34.6155943,135.5164032,0,127,45.5,0.91,8,,,
48:09.7,,,966.7,0,0.001591942,1021,34.6155943,135.516403,0,127,45.5,0.91,8,,,
48:09.8,,,966.8,0,0.001026395,1021,34.6155943,135.5164032,0,127,45.5,0.91,8,,,
48:09.9,0:16:13,,966.9,0,0.00055375,1021,34.6155943,135.5164032,0,127,45.1,0.91,8,,,
48:10.0,,,967,0,0.000187958,1021,34.6155943,135.5164033,0,127,44.5,0.91,8,,,
48:10.1,,,967.1,0,-7.15E-05,1021,34.6155943,135.5164033,0,127,46.1,0.84,9,,,
48:10.3,,,967.2,0,-0.000236194,1021,34.6155943,135.5164033,0,127,46.1,0.84,9,,,
48:10.3,,,967.3,0,-0.000324294,1021,34.6155945,135.5164035,0,127,44.4,0.91,8,,,
48:10.4,,,967.4,0,-0.000356049,1021,34.6155945,135.5164035,0,127,44.4,0.91,8,,,
48:10.5,,,967.5,0,-0.000349652,1021,34.6155945,135.5164037,0,127,44.4,0.91,8,,,
48:10.6,,,967.6,0,-0.00031972,1021,34.6155947,135.5164038,0,127,44.4,0.91,8,,,
48:10.7,,,967.7,0,-0.000277213,1021,34.6155947,135.5164038,0,127,44.4,0.91,8,,,
48:10.8,,,967.8,0,-0.000229908,1021,34.6155948,135.5164042,0,127,44.1,0.91,8,,,
48:11.0,0:16:14,,967.9,0,-0.000183007,1021,34.6155948,135.5164043,0,127,44.1,0.91,8,,,
48:11.0,,,968,0,-0.000139725,1021,34.6155948,135.5164047,0,127,42.9,0.91,8,,,
48:11.1,,,968.1,0,-0.000101807,1021,34.615595,135.516405,0,127,43.8,0.84,9,,,
48:11.2,,,968.2,0,-7.00E-05,1021,34.6155952,135.5164053,0,127,44.4,0.84,9,,,
48:11.3,,,968.3,0,-4.42E-05,1021,34.6155952,135.5164055,0,127,44.4,0.84,9,,,
48:11.4,,,968.4,0,-2.43E-05,1021,34.6155953,135.5164057,0,127,43.8,0.84,9,,,
48:11.5,,,968.5,0,-9.57E-06,1021,34.6155953,135.516406,0,127,42.9,0.91,8,,,
48:11.6,,,968.6,0,5.48E-07,1021,34.6155955,135.5164062,0,127,42.9,0.91,8,,,
48:11.7,,,968.7,0,6.90E-06,1021,34.6155955,135.5164065,0,127,42.9,0.91,8,,,
48:11.8,,,968.8,0,1.03E-05,1021,34.6155955,135.5164065,0,127,43.2,0.91,8,,,
48:11.9,0:16:15,,968.9,0,1.16E-05,1021,34.6155957,135.5164067,0,127,43.2,0.91,8,,,
48:12.0,,,969,0,1.13E-05,1021,34.6155957,135.516407,0,127,42.3,0.91,8,,,
48:12.1,,,969.1,0,1.02E-05,1021,34.6155957,135.5164072,0,127,43.2,0.91,8,,,
48:12.2,,,969.2,0,8.59E-06,1021,34.6155957,135.5164073,0,127,42.9,0.91,8,,,
48:12.3,,,969.3,0,6.83E-06,1021,34.6155958,135.5164077,0,127,43.8,0.84,9,,,
48:12.4,,,969.4,0,5.13E-06,1021,34.615596,135.5164078,0,127,42.9,0.91,8,,,
48:12.5,,,969.5,0,3.62E-06,1021,34.615596,135.516408,0,127,42.9,0.91,8,,,
48:12.6,,,969.6,0,2.36E-06,1021,34.6155962,135.5164083,0,127,42.9,0.91,8,,,
48:12.7,,,969.7,0,1.36E-06,1021,34.6155962,135.5164083,0,127,42.5,0.91,8,,,
48:12.8,,,969.8,0,6.00E-07,1021,34.6155963,135.5164087,0,127,42.5,0.91,8,,,
48:12.9,0:16:16,,969.9,0,6.20E-08,1021,34.6155965,135.5164087,0,127,42.5,0.91,8,,,
48:13.0,,,970,0,-2.93E-07,1021,34.6155965,135.5164088,0,127,42.2,0.91,8,,,
48:13.2,,,970.1,0,-5.02E-07,1021,34.6155967,135.516409,0,127,42.6,0.91,8,,,
48:13.2,,,970.2,0,-6.00E-07,1021,34.6155967,135.5164092,0,127,42.6,0.91,8,,,
48:13.3,,,970.3,0,-6.18E-07,1021,34.6155967,135.5164093,0,127,42.6,0.91,8,,,
48:13.4,,,970.4,0,-5.82E-07,1021,34.6155968,135.5164093,0,127,42.6,0.91,8,,,
48:13.5,,,970.5,0,-5.13E-07,1021,34.6155968,135.5164095,0,127,42.6,0.91,8,,,
48:13.6,,,970.6,0,-4.29E-07,1021,34.615597,135.5164095,0,127,42.6,0.91,8,,,
48:13.7,,,970.7,0,-3.41E-07,1021,34.615597,135.5164098,0,127,42.6,0.91,8,,,
48:13.9,,,970.8,0,-2.57E-07,1021,34.6155972,135.51641,0,127,42.9,0.91,8,,,
48:13.9,0:16:17,,970.9,0,-1.83E-07,1021,34.6155973,135.5164103,0,127,42.6,0.91,8,,,
48:14.0,,,971,0,-1.20E-07,1021,34.6155973,135.5164107,0,127,42.6,0.91,8,,,
48:14.1,,,971.1,0,-7.12E-08,1021,34.6155975,135.516411,0,127,42.6,0.91,8,,,
48:14.2,,,971.2,0,-3.41E-08,1021,34.6155977,135.5164112,0,127,42.9,0.91,8,,,
48:14.3,,,971.3,0,-7.78E-09,1021,34.615598,135.5164115,0,127,42.9,0.91,8,,,
48:14.4,,,971.4,0,9.54E-09,1021,34.615598,135.5164115,0,127,43.3,0.91,8,,,
48:14.5,,,971.5,0,1.98E-08,1021,34.6155982,135.5164117,0,127,42.5,1,7,,,
48:14.6,,,971.6,0,2.46E-08,1021,34.6155982,135.5164118,0,127,42.5,1,7,,,
48:14.7,,,971.7,0,2.57E-08,1021,34.6155983,135.516412,0,127,41.9,1,7,,,
48:14.8,,,971.8,0,2.43E-08,1021,34.6155983,135.516412,0,127,41.9,1,7,,,
48:14.9,0:16:18,,971.9,0,2.15E-08,1021,34.6155982,135.5164122,0,127,41.9,1,7,,,
48:15.0,,,972,0,1.79E-08,1021,34.6155985,135.5164122,0,127,41.9,1,7,,,
48:15.1,,,972.1,0,1.42E-08,1021,34.6155992,135.516412,0,127,41.9,1,7,,,
48:15.2,,,972.2,0.02,0.00385509,1021.07,34.6155998,135.516412,0,127,45.7,1,7,,,
48:15.4,,,972.3,0.09,0.027935557,1021.17,34.6156007,135.516412,0,127.1,51.8,0.91,8,,,
48:15.4,,,972.4,0.21,0.097900338,1021.28,34.6156017,135.5164117,0,127.1,52.5,0.88,8,,,
48:15.5,,,972.5,0.35,0.226798162,1021.34,34.6156022,135.5164117,0,127.1,52,0.88,8,,,
48:15.6,,,972.6,0.49,0.400523722,1021.43,34.615603,135.5164115,0,127.1,50.7,0.88,8,,,
48:15.7,,,972.7,0.61,0.586949885,1021.52,34.6156037,135.516411,0,127.1,51,0.88,8,,,
48:15.8,,,972.8,0.71,0.753896654,1021.58,34.6156042,135.5164108,0,127.1,51.5,0.88,8,,,
48:15.9,0:16:19,,972.9,0.79,0.879905283,1021.67,34.615605,135.5164105,0,127.1,51,0.88,8,,,
48:16.1,,,973,0.86,0.957043588,1021.79,34.615606,135.5164102,0,127.1,50.4,0.88,8,,,
48:16.1,,,973.1,0.93,0.98943758,1021.88,34.6156068,135.51641,0,127.1,49,0.88,8,,,
48:16.2,,,973.2,1,0.987448871,1022,34.6156078,135.5164095,0,127.1,47.8,0.88,8,,,
48:16.3,,,973.3,1.06,0.960682273,1022.08,34.6156085,135.5164093,0,127.1,46.6,1.3399999,7,,,
48:16.4,,,973.4,1.12,0.915397942,1022.19,34.6156095,135.5164092,0,127.1,48.5,1.3399999,7,,,
48:16.5,,,973.5,1.17,0.856964767,1022.33,34.6156108,135.516409,0,127.1,51.9,1.3399999,7,,,
48:16.6,,,973.6,1.22,0.792553246,1022.45,34.6156118,135.5164092,0,127.1,51,1.3399999,7,,,
48:16.7,,,973.7,1.27,0.729527056,1022.58,34.615613,135.5164093,0,127.1,50.6,1.3399999,7,,,
48:16.8,,,973.8,1.33,0.673043847,1022.72,34.6156143,135.5164092,0,127.1,48,1.3399999,7,,,
48:16.9,0:16:20,,973.9,1.38,0.625527263,1022.88,34.6156157,135.5164092,0,127.1,48,1.3399999,7,,,
48:17.0,,,974,1.43,0.586205959,1023.02,34.615617,135.5164092,0,127.1,50.3,1.3399999,7,,,
48:17.1,,,974.1,1.47,0.552850008,1023.17,34.6156183,135.5164088,0,127.1,49.8,1.3399999,7,,,
48:17.2,,,974.2,1.52,0.523998678,1023.33,34.6156197,135.5164087,0,127.1,48.9,1.3399999,7,,,
48:17.3,,,974.3,1.55,0.497975051,1023.45,34.6156208,135.5164085,0,127.1,46.1,1.3399999,7,,,
48:17.4,,,974.4,1.59,0.472115487,1023.62,34.6156223,135.5164082,0,127.1,48.5,1.3399999,7,,,
48:17.5,,,974.5,1.62,0.444874227,1023.79,34.6156238,135.5164078,0,127.2,49.4,1.3399999,7,,,
48:17.6,,,974.6,1.66,0.418290168,1023.98,34.6156255,135.5164078,0,127.2,50.6,1.3399999,7,,,
48:17.7,,,974.7,1.7,0.398120582,1024.15,34.615627,135.5164073,0,127.2,46.9,1.3399999,7,,,
48:17.8,,,974.8,1.76,0.390111953,1024.32,34.6156285,135.5164068,0,127.2,48,1.3399999,7,,,
48:17.9,0:16:21,,974.9,1.8,0.39374277,1024.53,34.6156303,135.5164063,0,127.2,48.9,1.3399999,7,,,
48:18.0,,,975,1.84,0.401399493,1024.73,34.615632,135.5164055,0,127.2,50.1,1.3399999,7,,,
48:18.1,,,975.1,1.87,0.404251069,1024.91,34.6156335,135.5164047,0,127.2,51.6,1.6799999,6,,,
48:18.3,,,975.2,1.89,0.397337109,1025.12,34.6156353,135.516404,0,127.2,48.1,1.6799999,6,,,
48:18.3,,,975.3,1.94,0.386000991,1025.35,34.6156373,135.5164033,0,127.2,46.3,1.6799999,6,,,
48:18.4,,,975.4,2.01,0.386507481,1025.54,34.615639,135.5164032,0,127.3,46.2,1.6799999,6,,,
48:18.5,,,975.5,2.07,0.406294137,1025.75,34.6156408,135.5164027,0,127.3,48.3,1.6799999,6,,,
48:18.6,,,975.6,2.11,0.43247959,1025.99,34.6156428,135.5164015,0,127.3,48,1.6799999,6,,,
48:18.7,,,975.7,2.17,0.453559428,1026.23,34.6156448,135.5164007,0,127.4,48.2,1.6799999,6,,,
48:18.8,,,975.8,2.21,0.468591601,1026.41,34.6156462,135.5163997,0,127.4,49.2,1.6799999,6,,,
48:18.9,0:16:22,,975.9,2.2,0.466510206,1026.64,34.615648,135.5163985,0,127.4,51.1,1.6799999,6,,,
48:19.0,,,976,2.19,0.432080358,1026.86,34.6156498,135.5163975,0,127.4,48.4,1.6799999,6,,,
48:19.1,,,976.1,2.21,0.373376012,1027.09,34.6156518,135.5163968,0,127.5,44.2,1.6799999,6,,,
48:19.2,,,976.2,2.22,0.311319947,1027.28,34.6156535,135.5163962,0,127.5,45.8,1.6799999,6,,,
48:19.3,,,976.3,2.22,0.254476279,1027.54,34.6156555,135.5163948,0,127.5,48.8,1.6799999,6,,,
48:19.4,,,976.4,2.25,0.207024008,1027.81,34.6156577,135.5163935,0,127.6,43.6,1.6799999,6,,,
48:19.5,,,976.5,2.28,0.177392527,1028,34.6156592,135.5163925,0,127.6,46.7,1.6799999,6,,,
48:19.6,,,976.6,2.28,0.16143772,1028.26,34.6156612,135.516391,0,127.6,50.1,1.6799999,6,,,
48:19.7,,,976.7,2.28,0.14400211,1028.51,34.6156632,135.5163898,0,127.7,48.1,1.6799999,6,,,
48:19.8,,,976.8,2.3,0.12496262,1028.73,34.6156652,135.5163895,0,127.7,44.5,1.6799999,6,,,
48:19.9,0:16:23,,976.9,2.32,0.115233772,1028.92,34.6156668,135.516389,0,127.7,48.4,1.6799999,6,,,
48:20.0,,,977,2.31,0.109628797,1029.09,34.6156683,135.5163885,0,127.7,49.5,1.6799999,6,,,
48:20.1,,,977.1,2.28,0.090761848,1029.33,34.6156703,135.5163875,0,127.8,45.1,1.6799999,6,,,
48:20.2,,,977.2,2.25,0.051656984,1029.53,34.615672,135.5163868,0,127.8,45.6,1.6799999,6,,,
48:20.3,,,977.3,2.19,-0.006089934,1029.72,34.6156735,135.5163858,0,127.9,49.3,1.6799999,6,,,
48:20.5,,,977.4,2.13,-0.083256781,1029.89,34.615675,135.5163852,0,127.9,45.8,1.6799999,6,,,
48:20.5,,,977.5,2.06,-0.176041678,1030.05,34.6156763,135.5163847,0,127.9,42.7,1.6799999,6,,,
48:20.6,,,977.6,2,-0.273304462,1030.18,34.6156775,135.5163847,0,127.9,43.3,1.6799999,6,,,
48:20.7,,,977.7,1.91,-0.370369285,1030.29,34.6156785,135.5163845,0,128,44.9,1.6799999,6,,,
48:20.8,,,977.8,1.81,-0.471703082,1030.43,34.6156797,135.5163842,0,128,45,1.6799999,6,,,
48:20.9,0:16:24,,977.9,1.71,-0.577671647,1030.57,34.615681,135.516384,0,128,40,1.6799999,6,,,
48:21.0,,,978,1.62,-0.678978205,1030.71,34.6156822,135.5163838,0,128,40.9,1.6799999,6,,,
48:21.2,,,978.1,1.54,-0.762771904,1030.84,34.6156833,135.5163833,0,128,40.8,1.6799999,6,,,
48:21.2,,,978.2,1.47,-0.819481254,1030.95,34.6156843,135.516383,0,128,40.4,1.6799999,6,,,
48:21.3,,,978.3,1.41,-0.845592856,1031.05,34.6156852,135.5163828,0,128,40.2,1.6799999,6,,,
48:21.4,,,978.4,1.35,-0.842787147,1031.16,34.6156862,135.5163827,0,128,40.4,1.6799999,6,,,
48:21.5,,,978.5,1.31,-0.81584394,1031.29,34.6156873,135.516383,0,128,43.9,1.6799999,6,,,
48:21.6,,,978.6,1.27,-0.769407809,1031.41,34.6156883,135.5163835,0,128,44.7,1.6799999,6,,,
48:21.7,,,978.7,1.25,-0.705355227,1031.53,34.6156892,135.5163843,0,128,46.8,1.6799999,6,,,
48:21.8,,,978.8,1.24,-0.625690639,1031.63,34.6156898,135.516385,0,128,46.8,1.6799999,6,,,
48:21.9,0:16:25,,978.9,1.22,-0.538749337,1031.7,34.61569,135.5163858,0,128,47.4,1.6799999,6,,,
48:22.0,,,979,1.17,-0.461589903,1031.79,34.6156907,135.5163863,0,128,48.1,1.6799999,6,,,
48:22.1,,,979.1,1.09,-0.413913518,1031.9,34.6156908,135.5163875,0,128,49.7,1.6799999,6,,,
48:22.2,,,979.2,1.01,-0.405126482,1032.01,34.6156913,135.5163885,0,128,48.7,1.6799999,6,,,
48:22.3,,,979.3,0.95,-0.426660717,1032.08,34.6156918,135.516389,0,128,44.8,1.6799999,6,,,
48:22.4,,,979.4,0.9,-0.458176523,1032.19,34.6156925,135.5163898,0,128,43.8,1.6799999,6,,,
48:22.5,,,979.5,0.87,-0.479992896,1032.24,34.6156925,135.5163903,0,128,43.7,1.7099999,6,,,
48:22.6,,,979.6,0.85,-0.482257575,1032.32,34.6156922,135.5163912,0,128.1,41.8,1.7099999,6,,,
48:22.7,,,979.7,0.82,-0.466951847,1032.43,34.6156918,135.5163922,0,128.1,35.5,1.86,5,,,
48:22.8,,,979.8,0.79,-0.440612793,1032.53,34.6156917,135.5163933,0,128.1,31,1.86,5,,,
48:22.9,0:16:26,,979.9,0.79,-0.404322803,1032.67,34.6156923,135.5163947,0,128.1,28.8,1.86,5,,,
48:23.0,,,980,0.81,-0.351665944,1032.8,34.615693,135.5163958,0,128.1,31,1.99,5,,,
48:23.1,,,980.1,0.84,-0.275934875,1032.97,34.615692,135.5163972,0,128.1,27.5,1.9299999,4,,,
48:23.2,,,980.2,0.89,-0.177038267,1033.12,34.6156918,135.5163988,0,128.1,27,1.9299999,4,,,
48:23.4,,,980.3,0.95,-0.061237849,1033.2,34.615692,135.5163997,0,128.1,25,1.7199999,5,,,
48:23.4,,,980.4,1,0.060919687,1033.29,34.615692,135.5164007,0,128.1,26.6,1.7199999,5,,,
48:23.5,,,980.5,1.04,0.173832804,1033.35,34.6156915,135.5164005,0,128.1,26.4,1.7199999,5,,,
48:23.6,,,980.6,1.02,0.252893776,1033.35,34.6156913,135.5163975,0,128.1,23.7,1.7199999,5,,,
48:23.7,,,980.7,0.91,0.261833251,1033.75,34.6156907,135.5163963,0,128.1,24.2,1.6899999,5,,,
48:23.8,,,980.8,0.76,0.169924125,1033.88,34.6156898,135.5163953,0,128.1,22.4,1.6899999,5,,,
48:23.9,0:16:27,,980.9,0.6,-0.018671121,1033.9,34.6156897,135.5163952,0,128.1,26,1.6799999,6,,,
48:24.0,,,981,0.45,-0.264359355,1034.1,34.6156885,135.5163968,0,128.1,27.1,1.6799999,6,,,
48:24.1,,,981.1,0.33,-0.516236067,1034.13,34.6156882,135.516397,0,128.1,28.8,1.6799999,6,,,
48:24.2,,,981.2,0.25,-0.729100525,1034.24,34.6156878,135.516396,0,128.1,28.5,1.6799999,6,,,
48:24.3,,,981.3,0.19,-0.87417978,1034.45,34.6156863,135.5163975,0,128.1,30.5,1.6799999,6,,,
48:24.4,,,981.4,0.19,-0.936670423,1034.52,34.6156858,135.516398,0,128.1,28.4,1.7099999,6,,,
48:24.5,,,981.5,0.25,-0.901485741,1034.55,34.6156857,135.5163982,0,128.1,30.5,1.7099999,6,,,
48:24.6,,,981.6,0.34,-0.764477074,1034.57,34.6156857,135.5163985,0,128.1,30.2,1.7099999,6,,,
48:24.7,,,981.7,0.41,-0.553593755,1034.67,34.6156855,135.5163995,0,128.2,33.1,1.6799999,6,,,
48:24.8,,,981.8,0.47,-0.316464782,1034.76,34.6156853,135.5164005,0,128.2,27.9,0.98,7,,,
48:24.9,0:16:28,,981.9,0.51,-0.093921512,1034.85,34.6156853,135.5164015,0,128.2,27.2,1.6899999,5,,,
48:25.0,,,982,0.54,0.090372548,1034.93,34.6156855,135.5164023,0,128.2,28.3,0.98,7,,,
48:25.1,,,982.1,0.56,0.226372316,1035.02,34.6156857,135.5164033,0,128.2,30.9,0.98,7,,,
48:25.2,,,982.2,0.57,0.312440276,1035.15,34.6156857,135.5164047,0,128.2,33.1,0.98,7,,,
48:25.3,,,982.3,0.59,0.35607332,1035.34,34.6156857,135.5164067,0,128.2,35.5,1.1999999,6,,,
48:25.4,,,982.4,0.63,0.374707818,1035.41,34.6156858,135.5164075,0,128.2,32.1,1.1999999,6,,,
48:25.6,,,982.5,0.68,0.386209249,1035.47,34.6156855,135.516408,0,128.2,28.6,1.1999999,6,,,
48:25.6,,,982.6,0.71,0.394505441,1035.5,34.6156853,135.5164077,0,128.2,26.7,1.1999999,6,,,
48:25.7,,,982.7,0.69,0.384295255,1035.53,34.6156853,135.516408,0,128.2,24.8,1.23,6,,,
